Gene1 = (Gene3) | (Gene1) | (!Gene11) | (!Gene12) | (!Gene13) | (!Gene15) | (!Gene5) | (Gene14) | (!Gene2) | (!Gene10)
Gene2 = (Gene2) | (!Gene4) | (!Gene11) | (Gene6) | (!Gene12) | (!Gene1) | (Gene14) | (!Gene9) | (!Gene3) | (!Gene10)
Gene3 = (Gene1) | (Gene3) | (!Gene11) | (!Gene12) | (!Gene13) | (!Gene15) | (!Gene5) | (Gene14) | (!Gene2) | (!Gene10)
Gene4 = (Gene11) | (!Gene16) | (Gene4) | (!Gene2) | (Gene5) | (!Gene14) | (!Gene3) | (Gene7) | (Gene9) | (!Gene6)
Gene5 = (!Gene14) | (Gene5) | (!Gene3) | (Gene4) | (Gene11) | (!Gene16) | (Gene9) | (Gene7) | (!Gene2) | (!Gene6)
Gene6 = (!Gene4) & (!Gene11) & (Gene16) & (Gene3) & (!Gene5) & (Gene14) & (!Gene9) & (!Gene7) & (Gene2) & (Gene6)
Gene7 = (Gene12) & (Gene5) & (!Gene14) & (Gene4) & (Gene11) & (!Gene16) & (Gene15) & (Gene7) & (Gene10) & (Gene9)
Gene8 = (!Gene12) | (!Gene5) | (Gene14) | (!Gene9) | (!Gene4) | (!Gene11) | (Gene16) | (!Gene15) | (!Gene3) | (!Gene10)
Gene9 = (Gene5) & (!Gene14) & (Gene9) & (Gene4) & (Gene11) & (Gene12) & (Gene15) & (!Gene16) & (Gene13) & (Gene10)
Gene10 = (Gene12) | (Gene5) | (!Gene2) | (Gene4) | (!Gene14) | (!Gene16) | (Gene15) | (Gene7) | (Gene10) | (!Gene6)
Gene11 = (Gene4) | (Gene11) | (!Gene16) | (!Gene2) | (Gene5) | (!Gene14) | (!Gene3) | (Gene7) | (Gene9) | (!Gene6)
Gene12 = (Gene12) | (!Gene14) | (Gene5) | (!Gene2) | (Gene4) | (Gene10) | (!Gene16) | (Gene15) | (Gene7) | (!Gene6)
Gene13 = (Gene13) | (Gene5) | (!Gene2) | (Gene4) | (!Gene3) | (!Gene16) | (Gene15) | (Gene7) | (!Gene8) | (!Gene6)
Gene14 = (!Gene5) & (Gene14) & (!Gene9) & (!Gene4) & (!Gene11) & (Gene16) & (Gene2) & (!Gene7) & (Gene3) & (Gene6)
Gene15 = (Gene4) | (Gene11) | (!Gene16) | (Gene15) | (Gene5) | (!Gene14) | (!Gene2) | (Gene7) | (!Gene3) | (!Gene6)
Gene16 = (!Gene11) & (Gene16) & (!Gene4) & (Gene3) & (!Gene5) & (Gene14) & (!Gene9) & (!Gene7) & (Gene2) & (Gene6)
