Gene1 = (!Gene14) | (Gene1) | (Gene8) | (!Gene6) | (!Gene10) | (!Gene11) | (Gene16) | (!Gene2) | (!Gene9) | (Gene5)
Gene2 = (Gene9) | (Gene2) | (!Gene11) | (Gene15) | (!Gene8) | (!Gene1) | (Gene4) | (!Gene6) | (!Gene7) | (Gene16)
Gene3 = (Gene7) | (Gene15) | (!Gene13) | (Gene5) | (!Gene8) | (!Gene1) | (Gene14) | (!Gene6) | (Gene16) | (!Gene11)
Gene4 = (Gene7) & (Gene12) & (Gene3) & (!Gene5) & (Gene8) & (Gene1) & (!Gene14) & (Gene6) & (!Gene10) & (Gene11)
Gene5 = (Gene11) & (!Gene16) & (Gene7) & (!Gene15) & (Gene8) & (Gene1) & (!Gene14) & (Gene6) & (Gene3) & (Gene5)
Gene6 = (Gene10) | (!Gene7) | (Gene1) | (!Gene14) | (!Gene8) | (!Gene11) | (Gene16) | (!Gene2) | (!Gene9) | (Gene5)
Gene7 = (Gene12) | (!Gene2) | (Gene7) | (Gene5) | (!Gene8) | (!Gene1) | (Gene14) | (!Gene6) | (!Gene10) | (!Gene11)
Gene8 = (Gene1) | (!Gene14) | (Gene8) | (!Gene6) | (!Gene10) | (!Gene11) | (Gene16) | (!Gene2) | (!Gene9) | (Gene5)
Gene9 = (Gene2) | (Gene9) | (!Gene11) | (Gene15) | (!Gene8) | (!Gene1) | (!Gene7) | (!Gene6) | (Gene16) | (Gene4)
Gene10 = (!Gene7) | (Gene10) | (Gene1) | (!Gene12) | (!Gene8) | (!Gene11) | (Gene16) | (!Gene2) | (!Gene9) | (Gene5)
Gene11 = (!Gene16) | (Gene11) | (Gene2) | (Gene9) | (Gene8) | (!Gene1) | (!Gene7) | (!Gene6) | (!Gene10) | (!Gene5)
Gene12 = (!Gene2) | (Gene12) | (Gene7) | (Gene5) | (!Gene8) | (!Gene1) | (Gene14) | (!Gene6) | (!Gene10) | (!Gene11)
Gene13 = (!Gene12) | (Gene13) | (!Gene7) | (Gene5) | (Gene8) | (Gene1) | (!Gene14) | (!Gene6) | (!Gene10) | (!Gene11)
Gene14 = (Gene1) & (Gene14) & (Gene8) & (Gene6) & (!Gene4) & (Gene11) & (!Gene16) & (!Gene2) & (!Gene9) & (!Gene5)
Gene15 = (Gene7) & (Gene12) & (Gene13) & (Gene5) & (Gene8) & (Gene1) & (Gene14) & (Gene6) & (Gene10) & (Gene11)
Gene16 = (!Gene11) & (Gene16) & (!Gene2) & (!Gene9) & (Gene7) & (Gene1) & (Gene12) & (Gene6) & (Gene10) & (Gene5)
