Gene1 = (!Gene10) | (Gene14) | (!Gene2) | (Gene5) | (Gene15) | (Gene1) | (Gene6) | (Gene9) | (!Gene4) | (!Gene12)
Gene2 = (!Gene4) | (!Gene12) | (!Gene13) | (!Gene10) | (!Gene14) | (Gene11) | (Gene2) | (Gene1) | (!Gene6) | (!Gene9)
Gene3 = (!Gene15) & (Gene10) & (Gene2) & (Gene5) & (Gene16) & (!Gene1) & (Gene6) & (!Gene9) & (Gene4) & (Gene12)
Gene4 = (!Gene2) | (Gene4) | (Gene13) | (Gene10) | (Gene14) | (Gene11) | (Gene8) | (Gene3) | (!Gene12) | (Gene5)
Gene5 = (!Gene12) | (Gene13) | (Gene10) | (Gene14) | (Gene11) | (Gene3) | (Gene5) | (!Gene2) | (Gene8) | (Gene7)
Gene6 = (!Gene2) | (Gene10) | (Gene13) | (Gene14) | (Gene7) | (Gene11) | (Gene6) | (!Gene9) | (Gene3) | (!Gene12)
Gene7 = (Gene16) & (Gene2) & (Gene13) & (Gene5) & (Gene3) & (!Gene1) & (Gene6) & (!Gene9) & (Gene4) & (Gene12)
Gene8 = (!Gene1) & (Gene10) & (Gene14) & (Gene16) & (Gene2) & (Gene5) & (Gene6) & (!Gene9) & (Gene4) & (Gene12)
Gene9 = (!Gene2) | (!Gene10) | (!Gene5) | (!Gene16) | (!Gene14) | (!Gene13) | (!Gene6) | (Gene9) | (!Gene4) | (!Gene12)
Gene10 = (Gene2) & (Gene10) & (Gene14) & (Gene16) & (Gene5) & (Gene13) & (Gene6) & (!Gene9) & (Gene4) & (Gene12)
Gene11 = (Gene7) & (Gene10) & (Gene13) & (Gene5) & (Gene2) & (!Gene1) & (Gene6) & (!Gene9) & (Gene4) & (Gene12)
Gene12 = (Gene4) | (Gene12) | (Gene13) | (Gene10) | (Gene14) | (Gene11) | (!Gene2) | (!Gene7) | (Gene6) | (!Gene9)
Gene13 = (Gene10) & (Gene2) & (Gene13) & (Gene5) & (Gene16) & (!Gene1) & (Gene6) & (!Gene9) & (Gene4) & (Gene12)
Gene14 = (Gene2) & (Gene14) & (Gene10) & (Gene13) & (Gene5) & (!Gene1) & (Gene6) & (!Gene9) & (Gene4) & (Gene12)
Gene15 = (Gene15) & (!Gene7) & (!Gene13) & (!Gene11) & (!Gene5) & (Gene2) & (!Gene3) & (Gene9) & (Gene4) & (Gene12)
Gene16 = (Gene4) | (Gene16) | (!Gene2) | (Gene10) | (Gene14) | (Gene5) | (Gene13) | (Gene7) | (!Gene12) | (!Gene9)
