Gene1 = (Gene8) | (Gene6) | (Gene11) | (!Gene16) | (Gene4) | (Gene15) | (Gene5) | (!Gene14) | (!Gene2) | (Gene10)
Gene2 = (Gene2)
Gene3 = (Gene1) | (Gene3) | (!Gene11) | (!Gene12) | (!Gene13) | (!Gene15) | (!Gene5) | (Gene14) | (!Gene2) | (!Gene10)
Gene4 = (Gene11) & (Gene2) & (Gene4) & (Gene15) & (Gene5) & (!Gene14) & (Gene9) & (Gene10) & (!Gene16) & (Gene12)
Gene5 = (!Gene14) & (Gene5) & (Gene2) & (Gene4) & (Gene11) & (Gene9) & (Gene15) & (Gene10) & (!Gene16) & (Gene12)
Gene6 = (!Gene2) | (!Gene9) | (!Gene5) | (Gene14) | (!Gene4) | (!Gene11) | (!Gene12) | (!Gene15) | (!Gene10) | (!Gene13)
Gene7 = (Gene7) & (Gene5) & (!Gene14) & (Gene4) & (Gene11) & (!Gene16) & (Gene15) & (Gene10) & (Gene2) & (Gene12)
Gene8 = (!Gene2) | (!Gene9) | (!Gene5) | (Gene14) | (!Gene4) | (!Gene11) | (!Gene12) | (!Gene15) | (!Gene10) | (!Gene3)
Gene9 = (Gene5) & (!Gene14) & (Gene9) & (Gene4) & (Gene11) & (Gene2) & (Gene15) & (Gene10) & (!Gene16) & (Gene12)
Gene10 = (!Gene14) | (Gene5) | (!Gene2) | (Gene4) | (!Gene3) | (!Gene16) | (Gene15) | (Gene10) | (Gene11) | (Gene9)
Gene11 = (Gene4) | (Gene11) | (!Gene2) | (Gene7) | (Gene5) | (!Gene14) | (Gene9) | (!Gene6) | (!Gene16) | (!Gene3)
Gene12 = (!Gene2) | (!Gene14) | (Gene5) | (!Gene3) | (Gene4) | (Gene7) | (!Gene16) | (Gene15) | (Gene11) | (Gene12)
Gene13 = (Gene5) | (!Gene14) | (!Gene2) | (Gene4) | (Gene11) | (!Gene16) | (Gene15) | (Gene10) | (Gene13) | (!Gene3)
Gene14 = (!Gene5) & (Gene14) & (Gene2) & (!Gene4) & (!Gene11) & (!Gene9) & (!Gene7) & (Gene6) & (Gene16) & (Gene3)
Gene15 = (Gene4) | (Gene11) | (!Gene2) | (Gene15) | (Gene5) | (!Gene14) | (!Gene16) | (Gene7) | (Gene9) | (!Gene3)
Gene16 = (!Gene11) | (Gene16) | (!Gene4) | (!Gene15) | (!Gene5) | (Gene14) | (!Gene2) | (!Gene10) | (!Gene9) | (!Gene12)
