Gene1 = (!Gene7) | (Gene1) | (Gene8) | (!Gene11) | (Gene16) | (!Gene2) | (!Gene12) | (!Gene6) | (!Gene10) | (Gene15)
Gene2 = (Gene9) | (Gene2) | (!Gene11) | (!Gene7) | (!Gene8) | (!Gene1) | (Gene4) | (!Gene6) | (Gene16) | (Gene15)
Gene3 = (Gene3) | (Gene6) | (Gene10) | (!Gene5) | (!Gene1) | (!Gene8) | (!Gene11) | (Gene16) | (!Gene2) | (!Gene7)
Gene4 = (Gene16) & (!Gene4) & (Gene2) & (Gene9) & (Gene8) & (Gene1) & (!Gene14) & (Gene6) & (Gene10) & (!Gene15)
Gene5 = (Gene12) & (!Gene16) & (Gene13) & (Gene2) & (Gene7) & (Gene5) & (Gene11) & (Gene6) & (Gene10) & (!Gene15)
Gene6 = (Gene10) | (Gene5) | (Gene15) | (!Gene14) | (Gene1) | (!Gene8) | (!Gene11) | (Gene16) | (!Gene2) | (!Gene9)
Gene7 = (Gene12) | (Gene5) | (Gene7) | (Gene14) | (!Gene1) | (!Gene8) | (!Gene11) | (Gene16) | (!Gene2) | (!Gene6)
Gene8 = (Gene1) | (!Gene7) | (Gene8) | (!Gene11) | (Gene16) | (!Gene2) | (!Gene12) | (!Gene6) | (!Gene10) | (Gene15)
Gene9 = (Gene2) | (Gene9) | (!Gene11) | (Gene16) | (!Gene8) | (!Gene7) | (!Gene1) | (!Gene6) | (Gene4) | (Gene15)
Gene10 = (Gene5) | (Gene10) | (Gene15) | (!Gene7) | (Gene1) | (!Gene8) | (!Gene11) | (Gene16) | (!Gene2) | (!Gene9)
Gene11 = (!Gene16) | (Gene11) | (Gene2) | (Gene9) | (Gene8) | (!Gene1) | (!Gene5) | (!Gene6) | (!Gene10) | (Gene15)
Gene12 = (Gene13) | (Gene12) | (!Gene7) | (Gene14) | (!Gene5) | (!Gene8) | (!Gene11) | (Gene16) | (Gene2) | (Gene9)
Gene13 = (!Gene12) | (Gene13) | (!Gene7) | (!Gene14) | (Gene1) | (Gene8) | (!Gene11) | (Gene16) | (!Gene2) | (!Gene9)
Gene14 = (!Gene1) & (Gene7) & (!Gene8) & (Gene11) & (!Gene16) & (Gene2) & (Gene12) & (Gene6) & (Gene10) & (!Gene15)
Gene15 = (!Gene6) & (!Gene10) & (!Gene3) & (Gene5) & (Gene1) & (Gene8) & (Gene11) & (!Gene16) & (Gene2) & (Gene15)
Gene16 = (!Gene11) & (Gene16) & (!Gene2) & (!Gene9) & (Gene5) & (Gene1) & (Gene7) & (Gene6) & (Gene10) & (!Gene15)
