Gene1 = (Gene12) | (Gene5) | (!Gene2) | (Gene8) | (!Gene3) | (!Gene13) | (!Gene14) | (Gene6) | (Gene11) | (Gene7)
Gene2 = (!Gene1) & (!Gene5) & (!Gene12) & (!Gene8) & (Gene3) & (Gene13) & (Gene14) & (Gene4) & (Gene11) & (Gene7)
Gene3 = (Gene12) | (Gene9) | (Gene6) | (Gene3) | (!Gene8) | (!Gene11) | (!Gene7) | (!Gene5) | (!Gene10) | (Gene16)
Gene4 = (Gene13) | (Gene14) | (Gene4) | (Gene3) | (!Gene8) | (!Gene11) | (Gene9) | (Gene6) | (!Gene10) | (Gene15)
Gene5 = (Gene7) & (Gene1) & (!Gene2) & (Gene3) & (Gene13) & (Gene14) & (Gene4) & (Gene5) & (Gene9) & (!Gene16)
Gene6 = (Gene10) & (Gene3) & (Gene13) & (Gene14) & (Gene1) & (!Gene8) & (!Gene11) & (!Gene7) & (!Gene5) & (!Gene16)
Gene7 = (Gene6) | (Gene7) | (Gene8) | (!Gene3) | (!Gene13) | (!Gene14) | (Gene11) | (Gene5) | (Gene10) | (Gene16)
Gene8 = (!Gene3) & (!Gene12) & (!Gene9) & (!Gene6) & (Gene8) & (Gene11) & (Gene7) & (Gene5) & (Gene10) & (!Gene16)
Gene9 = (Gene13) & (Gene14) & (Gene4) & (Gene3) & (!Gene2) & (Gene11) & (Gene7) & (Gene5) & (Gene1) & (!Gene16)
Gene10 = (!Gene1) | (Gene6) | (Gene8) | (!Gene3) | (!Gene13) | (!Gene14) | (!Gene12) | (Gene5) | (Gene10) | (Gene16)
Gene11 = (Gene6) | (Gene11) | (Gene8) | (!Gene3) | (!Gene13) | (!Gene14) | (!Gene4) | (Gene5) | (Gene10) | (Gene16)
Gene12 = (Gene1) | (Gene5) | (Gene12) | (Gene8) | (!Gene3) | (!Gene13) | (!Gene14) | (!Gene4) | (!Gene11) | (!Gene7)
Gene13 = (Gene9) | (Gene12) | (Gene6) | (Gene3) | (!Gene8) | (!Gene11) | (!Gene7) | (!Gene5) | (!Gene10) | (Gene16)
Gene14 = (Gene13) | (Gene9) | (Gene6) | (Gene3) | (!Gene8) | (!Gene11) | (!Gene7) | (!Gene5) | (!Gene10) | (Gene16)
Gene15 = (Gene1) & (!Gene6) & (Gene14) & (Gene3) & (!Gene8) & (Gene11) & (Gene7) & (!Gene5) & (Gene12) & (!Gene16)
Gene16 = (!Gene7) & (Gene8) & (!Gene4)
