Gene1 = (!Gene14) | (Gene1) | (!Gene12) | (!Gene7) | (Gene15) | (Gene5) | (!Gene2) | (!Gene9) | (!Gene11) | (Gene16)
Gene2 = (Gene9) | (Gene2) | (!Gene11) | (Gene16) | (!Gene8) | (!Gene7) | (Gene15) | (!Gene6) | (!Gene1) | (Gene4)
Gene3 = (Gene10) | (Gene6) | (!Gene8) | (!Gene1) | (!Gene12) | (!Gene5) | (!Gene2) | (!Gene7) | (!Gene11) | (Gene16)
Gene4 = (Gene7) & (Gene12) & (!Gene13) & (Gene1) & (!Gene14) & (Gene6) & (!Gene10) & (!Gene15) & (!Gene5) & (!Gene2)
Gene5 = (Gene12) & (Gene13) & (Gene7) & (!Gene2) & (!Gene9) & (Gene5) & (!Gene15) & (Gene6) & (Gene1) & (Gene10)
Gene6 = (Gene10) | (!Gene7) | (!Gene14) | (Gene1) | (Gene15) | (Gene5) | (!Gene2) | (!Gene9) | (!Gene11) | (Gene16)
Gene7 = (Gene12) | (!Gene8) | (Gene7) | (!Gene1) | (Gene14) | (!Gene6) | (!Gene10) | (Gene15) | (Gene5) | (!Gene2)
Gene8 = (!Gene11) | (Gene16) | (Gene8) | (!Gene2) | (!Gene9) | (Gene5) | (Gene15) | (!Gene6) | (!Gene10) | (!Gene14)
Gene9 = (Gene2) | (Gene9) | (!Gene11) | (Gene16) | (!Gene8) | (!Gene7) | (Gene15) | (!Gene6) | (!Gene1) | (Gene4)
Gene10 = (!Gene7) | (Gene10) | (!Gene8) | (Gene1) | (Gene15) | (Gene5) | (!Gene2) | (!Gene9) | (!Gene11) | (Gene16)
Gene11 = (!Gene16) | (Gene11) | (Gene8) | (Gene2) | (Gene9) | (!Gene5) | (Gene15) | (!Gene6) | (!Gene10) | (!Gene1)
Gene12 = (!Gene8) | (Gene12) | (Gene7) | (!Gene1) | (Gene14) | (!Gene6) | (!Gene10) | (Gene15) | (Gene5) | (!Gene2)
Gene13 = (!Gene12) | (Gene13) | (!Gene7) | (Gene1) | (!Gene14) | (!Gene6) | (!Gene10) | (Gene15) | (Gene5) | (!Gene2)
Gene14 = (!Gene1) & (Gene14) & (Gene7) & (Gene12) & (!Gene15) & (!Gene5) & (Gene2) & (Gene9) & (Gene11) & (!Gene16)
Gene15 = (!Gene6) & (!Gene10) & (!Gene3) & (Gene1) & (Gene7) & (Gene5) & (Gene2) & (Gene15) & (Gene11) & (!Gene16)
Gene16 = (!Gene11) & (Gene16) & (Gene7) & (!Gene2) & (Gene1) & (Gene5) & (!Gene15) & (Gene6) & (Gene10) & (!Gene9)
