Gene1 = (!Gene9) | (Gene1) | (!Gene2) | (!Gene15) | (Gene4) | (Gene28) | (!Gene40) | (Gene44) | (!Gene49) | (Gene25)
Gene2 = (Gene49) | (!Gene9) | (!Gene4) | (Gene44) | (!Gene40) | (Gene2) | (Gene61) | (!Gene20) | (!Gene1) | (Gene3)
Gene3 = (Gene1) | (Gene49) | (Gene4) | (!Gene44) | (Gene40) | (!Gene2) | (Gene61) | (!Gene20) | (Gene9) | (Gene3)
Gene4 = (Gene15) & (Gene9) & (Gene1) & (!Gene2) & (Gene4) & (!Gene3) & (!Gene14) & (Gene52) & (Gene20) & (!Gene25)
Gene5 = (Gene5) & (Gene2) & (Gene15) & (Gene9) & (Gene1) & (!Gene4) & (Gene24) & (!Gene56) & (!Gene52) & (!Gene25)
Gene6 = (Gene6) & (Gene19) & (!Gene32) & (!Gene44) & (Gene49) & (!Gene53) & (!Gene38) & (Gene2) & (Gene34) & (Gene3)
Gene7 = (Gene1) | (!Gene2) | (!Gene9) | (!Gene15) | (Gene4) | (Gene28) | (!Gene34) | (!Gene40) | (Gene7) | (Gene25)
Gene8 = (Gene2) & (Gene8) & (Gene9) & (Gene15) & (!Gene4) & (Gene20) & (Gene32) & (!Gene28) & (Gene41) & (!Gene25)
Gene9 = (Gene18) | (!Gene32) | (Gene9) | (!Gene15) | (Gene4) | (!Gene2) | (Gene56) | (Gene52) | (Gene3) | (Gene25)
Gene10 = (!Gene51) & (Gene1) & (Gene61) & (!Gene40) & (Gene44) & (!Gene49) & (Gene53) & (Gene38) & (!Gene3) & (!Gene20)
Gene11 = (!Gene29) & (Gene1) & (!Gene17) & (Gene34) & (!Gene32) & (!Gene44) & (Gene49) & (!Gene53) & (!Gene38) & (Gene2)
Gene12 = (Gene5) & (Gene10) & (!Gene61) & (!Gene40) & (Gene44) & (!Gene49) & (Gene53) & (Gene38) & (Gene2) & (Gene20)
Gene13 = (Gene58) & (!Gene6) & (!Gene12) & (!Gene26) & (!Gene44) & (Gene49) & (!Gene53) & (!Gene61) & (Gene2) & (Gene20)
Gene14 = (Gene35) & (Gene14) & (Gene48) & (Gene15) & (!Gene4) & (!Gene55) & (Gene2) & (!Gene56) & (Gene20) & (!Gene25)
Gene15 = (Gene9) | (!Gene40) | (Gene32) | (Gene15) | (!Gene2) | (Gene55) | (!Gene20) | (Gene28) | (!Gene41) | (Gene37)
