Gene1 = (Gene4) | (Gene1) | (!Gene2) | (!Gene15) | (!Gene9) | (Gene28) | (Gene25) | (Gene44) | (!Gene40) | (!Gene49)
Gene2 = (Gene3) | (!Gene4) | (Gene44) | (!Gene40) | (Gene49) | (Gene2) | (Gene61) | (!Gene20) | (!Gene1) | (!Gene9)
Gene3 = (Gene49) | (Gene1) | (!Gene44) | (Gene40) | (Gene3) | (!Gene2) | (Gene61) | (!Gene20) | (Gene4) | (Gene9)
Gene4 = (!Gene3) & (!Gene49) & (Gene4) & (!Gene44) & (Gene40) & (!Gene2) & (!Gene61) & (Gene20) & (Gene1) & (Gene9)
Gene5 = (Gene5) & (Gene21) & (!Gene23) & (!Gene32) & (Gene39) & (!Gene57) & (Gene9) & (!Gene44) & (Gene40) & (!Gene10)
Gene6 = (!Gene26) & (Gene6) & (Gene20) & (!Gene44) & (Gene49) & (!Gene53) & (!Gene38) & (Gene2) & (Gene34) & (Gene9)
Gene7 = (Gene7) | (Gene4) | (Gene61) | (!Gene40) | (Gene44) | (!Gene49) | (Gene53) | (!Gene34) | (!Gene2) | (!Gene9)
Gene8 = (Gene52) & (Gene8) & (!Gene53) & (Gene48) & (Gene9) & (!Gene28) & (Gene2) & (!Gene44) & (Gene40) & (Gene49)
Gene9 = (!Gene28) | (!Gene60) | (Gene9) | (!Gene44) | (Gene40) | (Gene49) | (!Gene53) | (Gene1) | (!Gene2) | (Gene61)
Gene10 = (!Gene51) & (Gene1) & (!Gene61) & (Gene40) & (!Gene44) & (Gene49) & (!Gene53) & (!Gene4) & (Gene2) & (Gene9)
Gene11 = (Gene11) & (!Gene13) & (!Gene28) & (!Gene61) & (Gene39) & (!Gene44) & (Gene49) & (Gene1) & (!Gene38) & (Gene2)
Gene12 = (Gene5) & (Gene10) & (!Gene61) & (!Gene40) & (Gene44) & (!Gene49) & (Gene53) & (Gene38) & (Gene2) & (Gene20)
Gene13 = (Gene46) & (!Gene3) & (Gene5) & (!Gene56) & (!Gene53) & (!Gene38) & (!Gene57) & (!Gene61) & (!Gene44) & (!Gene62)
Gene14 = (Gene14) & (!Gene56) & (!Gene55) & (Gene35) & (!Gene44) & (Gene40) & (!Gene4) & (!Gene61) & (Gene20) & (Gene2)
Gene15 = (Gene15)
Gene16 = (Gene56) & (!Gene12) & (!Gene10) & (!Gene5) & (Gene9) & (!Gene28) & (!Gene60) & (!Gene44) & (Gene40) & (Gene49)
Gene17 = (!Gene3) & (!Gene31) & (!Gene53) & (!Gene44) & (Gene40) & (Gene26) & (Gene2) & (Gene49) & (Gene20) & (Gene35)
Gene18 = (Gene9) | (!Gene28) | (!Gene60) | (!Gene44) | (Gene40) | (Gene49) | (!Gene53) | (Gene1) | (!Gene2) | (Gene61)
Gene19 = (Gene48) | (Gene52) | (Gene19) | (Gene4) | (Gene53) | (Gene44) | (!Gene40) | (!Gene9) | (!Gene51) | (!Gene20)
Gene20 = (!Gene61) | (Gene40) | (!Gene44) | (Gene49) | (!Gene53) | (!Gene38) | (!Gene1) | (Gene20) | (Gene3) | (!Gene9)
Gene21 = (!Gene41) & (Gene51) & (!Gene53) & (!Gene44) & (Gene40) & (Gene49) & (!Gene25) & (!Gene14) & (Gene34) & (Gene9)
Gene22 = (Gene1) & (Gene4) & (!Gene2) & (!Gene49) & (Gene53) & (!Gene44) & (Gene40) & (!Gene3) & (!Gene61) & (Gene20)
Gene23 = (Gene23) & (!Gene48) & (!Gene19) & (Gene1) & (!Gene32) & (Gene9) & (!Gene28) & (!Gene4) & (!Gene44) & (Gene40)
Gene24 = (Gene1) | (!Gene2) | (!Gene49) | (Gene53) | (Gene44) | (!Gene40) | (Gene4) | (Gene61) | (Gene20) | (!Gene34)
Gene25 = (Gene25)
Gene26 = (Gene41) & (Gene48) & (Gene26) & (!Gene44) & (Gene49) & (!Gene53) & (!Gene61) & (Gene2) & (Gene20) & (!Gene55)
Gene27 = (!Gene51) | (Gene4) | (Gene61) | (!Gene40) | (Gene44) | (!Gene9) | (!Gene15) | (Gene57) | (!Gene2) | (Gene32)
Gene28 = (Gene60) & (Gene28) & (!Gene9) & (Gene44) & (!Gene40) & (!Gene49) & (Gene53) & (!Gene1) & (Gene2) & (!Gene61)
Gene29 = (!Gene48) & (Gene51) & (!Gene44) & (Gene49) & (!Gene53) & (!Gene61) & (Gene2) & (Gene20) & (!Gene4) & (Gene9)
Gene30 = (!Gene1) | (Gene26) | (!Gene15) | (Gene44) | (!Gene40) | (Gene14) | (Gene61) | (!Gene20) | (Gene2) | (!Gene9)
Gene31 = (!Gene5) & (!Gene26) & (!Gene37) & (!Gene27) & (Gene51) & (!Gene53) & (!Gene38) & (!Gene61) & (Gene20) & (Gene9)
Gene32 = (!Gene1) & (Gene32) & (Gene2) & (Gene48) & (!Gene9) & (Gene28) & (!Gene3) & (Gene44) & (!Gene40) & (!Gene49)
Gene33 = (!Gene32) & (Gene9) & (Gene62) & (Gene60) & (!Gene44) & (Gene40) & (Gene49) & (!Gene53) & (!Gene4) & (Gene2)
Gene34 = (!Gene15) | (Gene32) | (Gene29) | (Gene25) | (!Gene52) | (!Gene38) | (!Gene1) | (Gene28) | (Gene34) | (!Gene9)
Gene35 = (!Gene1) | (Gene49) | (!Gene53) | (!Gene44) | (Gene40) | (!Gene38) | (!Gene61) | (Gene20) | (Gene3) | (!Gene9)
Gene36 = (Gene19) & (Gene2) & (!Gene4) & (Gene18) & (Gene43) & (Gene9) & (!Gene28) & (!Gene25) & (!Gene44) & (Gene51)
Gene37 = (Gene1) & (!Gene4) & (Gene9) & (Gene40) & (!Gene44) & (Gene49) & (!Gene53) & (Gene62) & (Gene2) & (Gene20)
Gene38 = (Gene53) | (Gene4) | (Gene44) | (!Gene40) | (!Gene15) | (Gene25) | (Gene61) | (!Gene49) | (!Gene2) | (!Gene9)
Gene39 = (!Gene55) | (Gene28) | (Gene60) | (Gene44) | (!Gene40) | (!Gene49) | (Gene53) | (Gene1) | (!Gene2) | (Gene61)
Gene40 = (!Gene44) | (Gene40) | (Gene49) | (Gene1) | (Gene3) | (!Gene2) | (Gene61) | (!Gene20) | (Gene4) | (Gene9)
Gene41 = (!Gene1) & (Gene2) & (Gene49) & (Gene9) & (!Gene44) & (Gene40) & (Gene26) & (!Gene61) & (Gene20) & (!Gene4)
Gene42 = (!Gene62) & (!Gene57) & (Gene1) & (Gene15) & (Gene9) & (!Gene28) & (!Gene26) & (!Gene44) & (!Gene4) & (Gene51)
Gene43 = (Gene46) & (!Gene26) & (!Gene28) & (!Gene38) & (!Gene25) & (Gene2) & (!Gene53) & (!Gene4) & (Gene15) & (Gene9)
Gene44 = (!Gene40) & (Gene44) & (!Gene49) & (!Gene1) & (!Gene3) & (Gene2) & (!Gene61) & (Gene20) & (!Gene4) & (!Gene9)
Gene45 = (!Gene37) & (!Gene44) & (Gene49) & (!Gene53) & (Gene51) & (Gene2) & (!Gene60) & (Gene1) & (!Gene34) & (Gene9)
Gene46 = (!Gene30) | (!Gene2) | (Gene49) | (Gene1) | (!Gene44) | (Gene40) | (Gene3) | (Gene61) | (!Gene20) | (Gene9)
Gene47 = (Gene8) | (Gene23) | (!Gene43) | (Gene5) | (!Gene1) | (!Gene9) | (Gene44) | (Gene60) | (!Gene49) | (Gene53)
Gene48 = (!Gene2) | (Gene4) | (!Gene15) | (Gene48) | (!Gene9) | (Gene28) | (Gene25) | (Gene44) | (!Gene51) | (!Gene49)
Gene49 = (!Gene15) | (Gene49) | (Gene28) | (!Gene40) | (Gene26) | (Gene25) | (Gene61) | (!Gene20) | (!Gene1) | (!Gene9)
Gene50 = (!Gene14) | (!Gene19) | (Gene23) | (Gene61) | (Gene44) | (!Gene49) | (Gene53) | (!Gene38) | (!Gene2) | (!Gene20)
Gene51 = (!Gene1) | (Gene51) | (Gene61) | (!Gene40) | (Gene44) | (!Gene49) | (Gene53) | (Gene4) | (!Gene2) | (!Gene9)
Gene52 = (Gene56) | (Gene61) | (!Gene1) | (Gene53) | (!Gene20) | (!Gene15) | (!Gene9) | (Gene25) | (!Gene2) | (Gene44)
Gene53 = (!Gene49) & (Gene15) & (!Gene44) & (Gene40) & (!Gene14) & (Gene1) & (!Gene61) & (Gene20) & (!Gene2) & (Gene9)
Gene54 = (!Gene7) | (!Gene5) | (!Gene61) | (Gene40) | (!Gene44) | (Gene49) | (!Gene53) | (!Gene38) | (Gene26) | (Gene20)
Gene55 = (Gene2) & (!Gene4) & (!Gene25) & (Gene15) & (Gene9) & (!Gene28) & (Gene51) & (!Gene44) & (Gene55) & (Gene49)
Gene56 = (Gene15) & (Gene56) & (Gene2) & (!Gene4) & (!Gene25) & (Gene51) & (Gene9) & (!Gene28) & (Gene40) & (!Gene44)
Gene57 = (Gene61) & (!Gene6) & (!Gene44) & (Gene49) & (!Gene53) & (Gene1) & (Gene2) & (!Gene4) & (!Gene34) & (Gene9)
Gene58 = (!Gene4) & (!Gene61) & (Gene40) & (!Gene44) & (Gene49) & (!Gene53) & (Gene15) & (Gene2) & (Gene20) & (Gene9)
Gene59 = (Gene44) & (!Gene40) & (!Gene49) & (Gene53) & (Gene38) & (Gene1) & (Gene61) & (!Gene20) & (!Gene34) & (Gene9)
Gene60 = (Gene62) & (Gene60) & (Gene9) & (!Gene44) & (Gene40) & (Gene49) & (!Gene53) & (Gene1) & (Gene2) & (!Gene61)
Gene61 = (!Gene60) & (!Gene44) & (Gene49) & (!Gene53) & (Gene1) & (Gene2) & (Gene61) & (Gene15) & (!Gene34) & (Gene9)
Gene62 = (!Gene51) & (Gene62) & (!Gene61) & (Gene40) & (!Gene44) & (Gene49) & (!Gene53) & (Gene1) & (Gene2) & (Gene20)
Gene63 = (Gene2) & (!Gene5) & (!Gene3) & (!Gene56) & (!Gene33) & (Gene35) & (!Gene60) & (!Gene44) & (Gene40) & (Gene49)
Gene64 = (Gene30) & (Gene28) & (!Gene9) & (Gene44) & (!Gene40) & (Gene35) & (Gene32) & (Gene38) & (Gene2) & (!Gene61)
