Gene1 = (!Gene9) & (!Gene53) & (!Gene4) & (!Gene41) & (Gene42) & (Gene1) & (Gene64) & (Gene2) & (Gene17) & (Gene22)
Gene2 = (Gene48) | (Gene19) | (Gene6) | (Gene1) | (Gene54) | (Gene58) | (Gene55) | (Gene5) | (Gene20) | (Gene27)
Gene3 = (Gene3) & (Gene11) & (Gene39) & (!Gene14) & (!Gene52) & (Gene4) & (Gene44) & (!Gene55) & (!Gene5) & (!Gene20)
Gene4 = (Gene30) | (Gene4) | (!Gene42) | (Gene46) | (!Gene53) | (Gene1) | (Gene64) | (Gene31) | (Gene17) | (Gene22)
Gene5 = (!Gene1) & (Gene5) & (Gene58) & (!Gene38) & (Gene23) & (!Gene9) & (Gene2) & (!Gene24) & (!Gene6) & (!Gene37)
Gene6 = (Gene28) & (!Gene20) & (Gene23) & (Gene4) & (!Gene42) & (!Gene46) & (!Gene5) & (!Gene1) & (!Gene22) & (Gene6)
Gene7 = (Gene9) | (Gene11) | (Gene53) | (Gene4) | (Gene41) | (Gene34) | (!Gene64) | (!Gene2) | (!Gene35) | (!Gene33)
Gene8 = (!Gene1) & (!Gene6) & (Gene56) & (Gene11) & (!Gene33) & (!Gene42) & (!Gene38) & (Gene44) & (!Gene57) & (!Gene63)
Gene9 = (!Gene46) & (!Gene40) & (Gene9) & (!Gene1) & (!Gene54) & (!Gene58) & (!Gene42) & (!Gene5) & (!Gene20) & (!Gene27)
Gene10 = (Gene14) | (!Gene56) | (!Gene8) | (Gene1) | (Gene33) | (Gene42) | (Gene6) | (!Gene41) | (!Gene28) | (Gene38)
Gene11 = (!Gene2) | (Gene11) | (Gene62) | (!Gene48) | (!Gene16) | (Gene46) | (Gene27) | (Gene20) | (Gene1) | (Gene5)
Gene12 = (Gene12) & (!Gene30) & (Gene53) & (!Gene1) & (Gene41) & (!Gene42) & (!Gene27) & (Gene4) & (!Gene5) & (!Gene20)
Gene13 = (!Gene2) | (Gene1) | (!Gene17) | (!Gene22) | (!Gene19) | (!Gene31) | (!Gene60) | (!Gene55) | (!Gene58) | (!Gene54)
Gene14 = (Gene12) & (Gene23) & (Gene54) & (Gene40) & (!Gene5) & (!Gene20) & (!Gene27) & (!Gene61) & (Gene26) & (!Gene31)
Gene15 = (!Gene37) | (!Gene2) | (Gene44) | (!Gene63) | (!Gene40) | (!Gene58) | (!Gene24) | (!Gene55) | (Gene5) | (Gene20)
Gene16 = (Gene23) | (Gene16) | (Gene18) | (!Gene9) | (Gene2) | (Gene48) | (Gene54) | (Gene58) | (Gene55) | (Gene5)
