Gene1 = (Gene16) | (Gene14) | (!Gene28) | (Gene12) | (!Gene18) | (Gene15) | (!Gene8) | (Gene7) | (!Gene11) | (Gene32)
Gene2 = (Gene12) & (!Gene18) & (Gene15) & (Gene2) & (!Gene3) & (Gene11) & (!Gene5) & (!Gene29) & (!Gene10) & (!Gene13)
Gene3 = (Gene3) & (!Gene31) & (Gene29) & (!Gene16) & (Gene18) & (Gene28) & (!Gene12) & (!Gene7) & (Gene8) & (!Gene32)
Gene4 = (Gene7) | (Gene4) | (Gene28) | (!Gene25) | (!Gene31) | (!Gene8) | (Gene29) | (!Gene16) | (Gene9) | (!Gene11)
Gene5 = (!Gene12) | (Gene18) | (!Gene15) | (!Gene2) | (Gene3) | (!Gene11) | (Gene5) | (Gene29) | (Gene10) | (Gene13)
Gene6 = (!Gene16) & (Gene29) & (Gene28) & (!Gene12) & (Gene18) & (!Gene15) & (Gene8) & (!Gene7) & (!Gene14) & (!Gene32)
Gene7 = (Gene15) & (!Gene8) & (Gene7) & (!Gene2) & (Gene18) & (Gene13) & (!Gene12) & (Gene29) & (!Gene16) & (Gene1)
Gene8 = (!Gene15) | (Gene8) | (!Gene7) | (!Gene13) | (!Gene18) | (Gene2) | (Gene12) | (!Gene29) | (Gene16) | (!Gene1)
Gene9 = (Gene9) | (!Gene25) | (!Gene27) | (Gene22) | (!Gene18) | (Gene20) | (!Gene8) | (Gene7) | (!Gene11) | (Gene32)
Gene10 = (Gene21) & (Gene25) & (Gene28) & (Gene20) & (Gene29) & (!Gene16) & (!Gene7) & (!Gene12) & (Gene18) & (Gene27)
Gene11 = (Gene8) | (!Gene15) | (!Gene7) | (!Gene14) | (!Gene18) | (Gene2) | (Gene12) | (!Gene29) | (Gene16) | (!Gene1)
Gene12 = (!Gene18) & (Gene15) & (Gene2) & (!Gene3) & (Gene11) & (!Gene5) & (Gene12) & (!Gene29) & (!Gene10) & (!Gene13)
Gene13 = (Gene18) | (!Gene15) | (!Gene2) | (Gene3) | (!Gene11) | (Gene5) | (!Gene12) | (Gene29) | (Gene10) | (Gene13)
Gene14 = (Gene7) & (Gene15) & (!Gene8) & (!Gene2) & (Gene18) & (Gene13) & (!Gene12) & (Gene29) & (!Gene16) & (Gene1)
Gene15 = (!Gene2) & (Gene15) & (Gene7) & (Gene13) & (Gene18) & (!Gene8) & (!Gene12) & (Gene29) & (!Gene16) & (Gene1)
Gene16 = (!Gene14) & (Gene16) & (Gene25) & (!Gene20) & (Gene18) & (!Gene15) & (Gene8) & (!Gene7) & (Gene11) & (!Gene32)
Gene17 = (!Gene10) & (Gene17) & (Gene15) & (!Gene13) & (Gene2) & (!Gene18) & (!Gene20) & (Gene12) & (!Gene29) & (Gene24)
Gene18 = (!Gene2) | (!Gene15) | (Gene3) | (!Gene11) | (Gene18) | (Gene5) | (!Gene12) | (Gene29) | (Gene10) | (Gene13)
Gene19 = (Gene21) & (!Gene22) & (Gene27) & (Gene24) & (Gene28) & (!Gene16) & (Gene19) & (!Gene12) & (Gene18) & (!Gene32)
Gene20 = (Gene14) & (Gene20) & (Gene27) & (Gene25) & (Gene31) & (Gene28) & (Gene9) & (Gene29) & (!Gene16) & (Gene21)
Gene21 = (!Gene12) & (Gene27) & (Gene21) & (Gene9) & (Gene18) & (Gene28) & (!Gene7) & (!Gene32) & (!Gene16) & (Gene25)
Gene22 = (!Gene30) & (Gene15) & (Gene2) & (!Gene3) & (Gene11) & (!Gene5) & (Gene12) & (!Gene29) & (!Gene10) & (!Gene13)
Gene23 = (Gene23) | (Gene31) | (Gene3) | (Gene12) | (!Gene18) | (!Gene27) | (Gene30) | (Gene7) | (!Gene11) | (Gene32)
Gene24 = (Gene1) | (Gene16) | (!Gene29) | (Gene12) | (Gene14) | (Gene24) | (Gene17) | (Gene7) | (Gene31) | (Gene32)
Gene25 = (Gene32) | (Gene14) | (!Gene28) | (Gene25) | (Gene31) | (Gene7) | (!Gene29) | (Gene12) | (!Gene18) | (Gene15)
Gene26 = (Gene26) | (!Gene3) | (!Gene23) | (Gene32) | (Gene12) | (!Gene18) | (Gene15) | (!Gene8) | (Gene7) | (!Gene11)
Gene27 = (!Gene20) | (Gene27) | (Gene12) | (Gene25) | (Gene31) | (!Gene28) | (Gene7) | (!Gene29) | (Gene16) | (!Gene11)
Gene28 = (!Gene25) | (!Gene31) | (Gene28) | (Gene7) | (Gene29) | (!Gene16) | (!Gene8) | (!Gene11) | (!Gene18) | (Gene15)
Gene29 = (Gene4) | (Gene29) | (!Gene16) | (Gene9) | (!Gene18) | (Gene15) | (!Gene8) | (Gene7) | (!Gene11) | (Gene32)
Gene30 = (Gene28) & (Gene18) & (!Gene14) & (!Gene7) & (Gene27) & (!Gene32) & (!Gene12) & (Gene8) & (!Gene16) & (!Gene15)
Gene31 = (!Gene7) & (Gene31) & (Gene28) & (Gene11) & (Gene27) & (!Gene16) & (!Gene32) & (!Gene12) & (Gene18) & (!Gene15)
Gene32 = (Gene15) & (Gene2) & (!Gene3) & (Gene11) & (!Gene18) & (!Gene5) & (Gene12) & (!Gene29) & (!Gene10) & (!Gene13)
