Gene1 = (Gene31) & (Gene6) & (Gene12) & (Gene5) & (Gene27) & (!Gene23) & (Gene9) & (!Gene24) & (Gene8) & (Gene10)
Gene2 = (!Gene25) & (!Gene3) & (Gene9) & (!Gene22) & (Gene12) & (Gene6) & (!Gene23) & (Gene5) & (!Gene29) & (Gene8)
Gene3 = (Gene29) | (!Gene2) | (!Gene5) | (!Gene11) | (!Gene12) | (!Gene6) | (Gene23) | (Gene24) | (!Gene13) | (!Gene8)
Gene4 = (Gene4) & (!Gene29) & (Gene19) & (Gene9) & (Gene8) & (!Gene18) & (Gene27) & (Gene5) & (Gene10) & (Gene11)
Gene5 = (Gene12) | (Gene15)
Gene6 = (!Gene17) | (Gene5) | (Gene11) | (Gene6) | (!Gene23) | (Gene1) | (Gene15) | (Gene13) | (!Gene8) | (!Gene10)
Gene7 = (!Gene15) & (!Gene13) & (!Gene24) & (Gene32) & (!Gene18) & (Gene27) & (!Gene22) & (!Gene29) & (!Gene2) & (Gene10)
Gene8 = (!Gene25) | (Gene8) | (!Gene11) | (Gene32) | (Gene18) | (!Gene5) | (!Gene12) | (Gene29) | (!Gene19) | (!Gene9)
Gene9 = (!Gene5) | (Gene29) | (Gene9) | (!Gene32) | (Gene18) | (!Gene27) | (!Gene6) | (!Gene31) | (!Gene12) | (!Gene28)
Gene10 = (!Gene11) | (Gene10) | (!Gene6) | (Gene32) | (Gene18) | (!Gene5) | (Gene22) | (Gene29) | (!Gene19) | (!Gene9)
Gene11 = (Gene12) | (Gene5) | (Gene11) | (Gene6) | (!Gene23) | (Gene1) | (Gene15) | (Gene13) | (!Gene8) | (!Gene10)
Gene12 = (Gene5) | (Gene11) | (Gene12) | (Gene6) | (!Gene23) | (Gene1) | (Gene15) | (Gene13) | (!Gene8) | (!Gene10)
Gene13 = (!Gene27) | (Gene24) | (Gene18) | (!Gene6) | (Gene23) | (Gene17) | (Gene16) | (Gene13) | (!Gene8) | (!Gene10)
Gene14 = (Gene6) & (!Gene23) & (Gene12) & (Gene5) & (Gene11) & (!Gene24) & (!Gene29) & (!Gene20) & (Gene8) & (Gene10)
Gene15 = (Gene12) | (Gene5) | (Gene11) | (Gene6) | (!Gene23) | (Gene1) | (Gene15) | (Gene13) | (!Gene8) | (!Gene10)
Gene16 = (!Gene29) & (Gene5) & (!Gene9) & (Gene32) & (!Gene18) & (Gene27) & (Gene23) & (Gene31) & (!Gene24) & (Gene28)
Gene17 = (Gene16) | (Gene24) | (!Gene27) | (Gene18) | (Gene29) | (Gene23) | (!Gene10) | (!Gene31) | (!Gene6) | (!Gene8)
Gene18 = (!Gene32) & (Gene18) & (Gene5) & (!Gene22) & (!Gene29) & (Gene19) & (!Gene9) & (!Gene31) & (Gene6) & (Gene17)
Gene19 = (Gene29) | (!Gene5) | (Gene9) | (!Gene32) | (Gene18) | (!Gene27) | (!Gene6) | (!Gene31) | (!Gene12) | (!Gene28)
Gene20 = (!Gene18) & (!Gene23) & (Gene12) & (Gene5) & (!Gene16) & (!Gene1) & (!Gene19) & (Gene6) & (Gene8) & (Gene10)
Gene21 = (!Gene5) | (!Gene32) | (Gene18) | (!Gene27) | (Gene2) | (Gene29) | (!Gene6) | (Gene9) | (Gene15) | (!Gene28)
Gene22 = (!Gene10) | (Gene22) | (!Gene32) | (Gene18) | (Gene29) | (!Gene27) | (Gene24) | (!Gene31) | (!Gene8) | (!Gene28)
Gene23 = (Gene17) & (Gene23) & (!Gene12) & (!Gene5) & (!Gene11) & (!Gene1) & (!Gene15) & (!Gene13) & (Gene8) & (Gene10)
Gene24 = (!Gene8) & (Gene25) & (Gene6) & (!Gene32) & (!Gene18) & (Gene11) & (Gene12) & (!Gene29) & (Gene19) & (Gene9)
Gene25 = (Gene22) | (Gene25) | (!Gene32) | (Gene18) | (Gene29) | (Gene3) | (!Gene9) | (!Gene31) | (!Gene5) | (!Gene28)
Gene26 = (Gene26) | (Gene29) | (!Gene9) | (Gene32) | (!Gene5) | (!Gene27) | (!Gene22) | (!Gene31) | (!Gene6) | (Gene28)
Gene27 = (Gene32) | (!Gene18) | (!Gene5) | (Gene22) | (Gene29) | (!Gene19) | (Gene9) | (Gene31) | (!Gene17) | (!Gene6)
Gene28 = (Gene5) & (Gene6) & (!Gene29) & (Gene32) & (!Gene18) & (Gene27) & (Gene12) & (Gene31) & (!Gene24) & (Gene28)
Gene29 = (!Gene19) & (Gene29) & (Gene9) & (!Gene32) & (!Gene18) & (Gene27) & (Gene5) & (Gene31) & (Gene6) & (Gene8)
Gene30 = (Gene7) & (Gene6) & (Gene12) & (Gene5) & (Gene11) & (!Gene23) & (!Gene4) & (Gene14) & (Gene8) & (Gene10)
Gene31 = (Gene32) | (!Gene18) | (!Gene5) | (Gene22) | (Gene29) | (!Gene19) | (Gene9) | (Gene31) | (!Gene6) | (!Gene17)
Gene32 = (Gene18) | (Gene32) | (!Gene5) | (!Gene6) | (Gene29) | (!Gene19) | (!Gene9) | (!Gene11) | (!Gene12) | (Gene23)
