Gene1 = Gene2
Gene2 = Gene14&Gene15 || Gene20 || Gene12
Gene3 = Gene15&!Gene2&!Gene4&!Gene5&!Gene7&!Gene22&!Gene23&!Gene25&!Gene28
Gene4 = Gene20&!Gene4&!Gene8 || !Gene6
Gene5 = Gene2
Gene6 = Gene30
Gene7 = Gene5&Gene15&Gene25&Gene32&!Gene2&!Gene3&!Gene5&!Gene21&!Gene27
Gene8 = Gene30 || Gene28
Gene9 = Gene17 || Gene32
Gene10 = Gene24
Gene11 = Gene11
Gene12 = Gene22&Gene25
Gene13 = Gene5&Gene13
Gene14 = Gene1&Gene9&Gene31
Gene15 = Gene5&Gene6&Gene28&!Gene7
Gene16 = Gene17
Gene17 = Gene24
Gene18 = Gene18
Gene19 = Gene32 || Gene26
Gene20 = Gene7
Gene21 = Gene21&!Gene3 || Gene22&Gene26
Gene22 = !Gene26&!Gene29
Gene23 = Gene5&Gene15&Gene19&Gene25&Gene32&!Gene3&!Gene5&!Gene21&!Gene27
Gene24 = Gene8&Gene23 || Gene24
Gene25 = Gene25
Gene26 = Gene3 || Gene26 || Gene30
Gene27 = Gene24
Gene28 = Gene2&Gene16 || Gene25&!Gene14 || !Gene12 || Gene2&!Gene22&!Gene28
Gene29 = Gene5&!Gene28
Gene30 = Gene8&!Gene3 || !Gene21 || Gene26
Gene31 = Gene1&Gene28
Gene32 = Gene32
