Gene1 = Gene5&!Gene4
Gene2 = Gene1&!Gene5
Gene3 = Gene13 || !Gene13
Gene4 = Gene4
Gene5 = Gene12
Gene6 = Gene21 || Gene23
Gene7 = !Gene6 || Gene8&Gene25&!Gene11
Gene8 = Gene23
Gene9 = !Gene2&!Gene28 || Gene19&!Gene30
Gene10 = !Gene29
Gene11 = Gene28 || Gene1
Gene12 = Gene6
Gene13 = Gene32
Gene14 = Gene24
Gene15 = Gene30&!Gene16 || !Gene7
Gene16 = Gene16
Gene17 = Gene17&!Gene20&!Gene27 || Gene2
Gene18 = Gene5&Gene15&Gene24&Gene28&Gene31&!Gene2&!Gene3&!Gene5&!Gene20&!Gene26
Gene19 = Gene19&!Gene24
Gene20 = !Gene10&!Gene27
Gene21 = Gene21&Gene25
Gene22 = Gene5&!Gene18
Gene23 = !Gene5 || !Gene8&!Gene9
Gene24 = Gene24&!Gene4&!Gene8
Gene25 = Gene5
Gene26 = Gene5&!Gene21 || Gene11 || Gene10&!Gene25
Gene27 = Gene24
Gene28 = Gene28&!Gene2&!Gene30
Gene29 = Gene7&Gene29
Gene30 = !Gene26
Gene31 = Gene18
Gene32 = Gene31 || !Gene12&!Gene29
