Gene1 = Gene29
Gene2 = Gene13&Gene27&!Gene6&!Gene16&!Gene18&!Gene24
Gene3 = !Gene26 || !Gene2&!Gene15&!Gene24
Gene4 = !Gene16 || Gene17 || Gene4&!Gene31
Gene5 = Gene13
Gene6 = Gene13&Gene23&!Gene15&!Gene25
Gene7 = Gene4&Gene10&Gene14&!Gene11
Gene8 = Gene7 || Gene15
Gene9 = !Gene24 || Gene24
Gene10 = Gene4&Gene10&Gene13&Gene18&Gene31&!Gene2&!Gene21
Gene11 = Gene8
Gene12 = Gene8&Gene19&Gene28&Gene31&!Gene2&!Gene3&!Gene5&!Gene21&!Gene24
Gene13 = Gene1
Gene14 = Gene20&Gene30
Gene15 = Gene11
Gene16 = !Gene17&!Gene23&!Gene26
Gene17 = Gene2&Gene15
Gene18 = Gene11
Gene19 = Gene20&Gene25
Gene20 = Gene14&!Gene26
Gene21 = Gene18&Gene20
Gene22 = !Gene5&!Gene18 || Gene22&!Gene12
Gene23 = Gene23 || Gene3
Gene24 = Gene5&Gene22&!Gene25
Gene25 = Gene1&Gene25&!Gene20 || Gene14&!Gene16&!Gene22 || Gene25&!Gene14 || Gene20&Gene25&!Gene7
Gene26 = !Gene1&!Gene2 || !Gene20
Gene27 = Gene27 || !Gene17 || !Gene7 || Gene19 || Gene15 || Gene25&Gene30&!Gene13 || Gene26
Gene28 = Gene10 || Gene18 || Gene30
Gene29 = Gene29
Gene30 = !Gene16&!Gene32
Gene31 = Gene31
Gene32 = Gene5&Gene15&Gene19&Gene25&Gene32&!Gene3&!Gene5&!Gene21&!Gene27
