Gene1 = Gene1
Gene2 = Gene14&Gene22&Gene33&Gene34&Gene56&Gene63&!Gene5&!Gene49&!Gene57
Gene3 = !Gene35&!Gene38
Gene4 = Gene14&Gene24&Gene30&!Gene26&!Gene35
Gene5 = Gene5
Gene6 = Gene50
Gene7 = Gene7
Gene8 = Gene8
Gene9 = Gene58
Gene10 = Gene13 || Gene6
Gene11 = Gene55&!Gene22
Gene12 = Gene6 || Gene55 || Gene39 || Gene30
Gene13 = Gene13&Gene24
Gene14 = Gene13&Gene14&Gene26
Gene15 = Gene62
Gene16 = Gene31 || Gene63 || Gene28
Gene17 = !Gene26&!Gene31 || !Gene5&!Gene38
Gene18 = Gene13&Gene22
Gene19 = Gene44 || Gene61 || Gene46
Gene20 = Gene21&Gene27&Gene30&!Gene4 || Gene56&!Gene19
Gene21 = Gene36&Gene58
Gene22 = Gene26&Gene33&Gene38&Gene55&!Gene4&!Gene24
Gene23 = Gene6&Gene7&Gene11&Gene14&Gene35&!Gene52
Gene24 = Gene11
Gene25 = !Gene47&!Gene56
Gene26 = Gene13&!Gene40
Gene27 = Gene58 || Gene50&Gene57&!Gene37
Gene28 = Gene28&!Gene22
Gene29 = Gene40&Gene42 || Gene21&Gene55&!Gene4
Gene30 = Gene56&!Gene19 || Gene30
Gene31 = Gene17 || Gene51
Gene32 = Gene32&!Gene61 || Gene9
Gene33 = Gene48&!Gene53 || Gene6&Gene52
Gene34 = !Gene21 || Gene21
Gene35 = Gene1
Gene36 = Gene8&!Gene18&!Gene59 || Gene42 || Gene50 || Gene36 || Gene64&!Gene41&!Gene48
Gene37 = Gene11&!Gene31&!Gene58&!Gene61
Gene38 = Gene38
Gene39 = Gene13
Gene40 = Gene31&Gene42&!Gene56
Gene41 = Gene16&Gene33&Gene56&!Gene12
Gene42 = Gene30&Gene42
Gene43 = Gene43
Gene44 = Gene33 || Gene44
Gene45 = Gene13&Gene26&!Gene40
Gene46 = Gene46&!Gene21 || Gene29&Gene39
Gene47 = Gene47
Gene48 = Gene33&Gene56&!Gene19
Gene49 = Gene38
Gene50 = Gene13&Gene22
Gene51 = Gene52
Gene52 = Gene47&Gene56&Gene58
Gene53 = Gene25
Gene54 = Gene44&Gene54
Gene55 = Gene25 || Gene50
Gene56 = Gene9&Gene14&!Gene3 || Gene13&Gene22
Gene57 = Gene56&!Gene19 || Gene57 || Gene50
Gene58 = Gene58
Gene59 = Gene50
Gene60 = Gene12&Gene26&!Gene27 || Gene62 || Gene10&Gene39&!Gene58
Gene61 = !Gene36&!Gene46&!Gene58
Gene62 = Gene13&Gene22
Gene63 = Gene31&Gene33&Gene39&Gene56 || !Gene5 || Gene23&Gene50 || Gene30
Gene64 = Gene30&Gene57&!Gene26
