Gene1 = Gene1
Gene2 = !Gene18 || Gene18
Gene3 = Gene30&!Gene49
Gene4 = Gene4
Gene5 = !Gene36 || Gene45&!Gene63 || Gene18 || !Gene59 || Gene51 || Gene46
Gene6 = Gene27&Gene41
Gene7 = Gene38
Gene8 = Gene31 || Gene14&Gene58 || Gene8
Gene9 = Gene44&!Gene30 || Gene8&Gene28&Gene36&Gene48&!Gene26
Gene10 = Gene10&!Gene30
Gene11 = Gene11
Gene12 = Gene12&!Gene60
Gene13 = Gene13 || Gene14&!Gene62
Gene14 = Gene14&!Gene25 || Gene12&!Gene61
Gene15 = Gene15
Gene16 = !Gene19 || Gene37&!Gene34&!Gene38
Gene17 = Gene46
Gene18 = Gene47
Gene19 = Gene20&Gene35 || Gene9&Gene35 || !Gene9&!Gene35 || Gene26 || !Gene20&!Gene35 || Gene13 || !Gene30 || !Gene1 || !Gene63
Gene20 = Gene57&Gene64
Gene21 = Gene21
Gene22 = Gene5&Gene22&Gene31&!Gene45&!Gene56 || Gene5&Gene22&Gene51&!Gene3&!Gene43
Gene23 = Gene13&Gene50&Gene63&!Gene49&!Gene52
Gene24 = Gene24&!Gene35&!Gene38
Gene25 = Gene44&Gene52
Gene26 = !Gene39
Gene27 = Gene22&!Gene40 || Gene13&Gene58 || Gene22&!Gene11&!Gene32
Gene28 = Gene23
Gene29 = Gene12&!Gene54 || Gene13&Gene18
Gene30 = Gene13&Gene50&Gene63&!Gene49&!Gene52
Gene31 = Gene29
Gene32 = Gene13&Gene56
Gene33 = Gene33
Gene34 = Gene1&Gene34
Gene35 = Gene44
Gene36 = Gene10&!Gene30
Gene37 = Gene37 || Gene21&Gene32&Gene49&!Gene14&!Gene25&!Gene30&!Gene48
Gene38 = Gene44&!Gene57
Gene39 = Gene7&Gene31&!Gene33&!Gene59
Gene40 = Gene47
Gene41 = Gene8
Gene42 = Gene38
Gene43 = Gene57&Gene63&!Gene9&!Gene15
Gene44 = Gene36
Gene45 = Gene21&Gene32&Gene49&!Gene14&!Gene25&!Gene30&!Gene48
Gene46 = !Gene38 || Gene38
Gene47 = Gene15&Gene24&Gene30&Gene38&Gene43&!Gene16
Gene48 = Gene48&!Gene54
Gene49 = Gene30 || Gene47
Gene50 = Gene27&!Gene39&!Gene53&!Gene61 || Gene26 || !Gene63 || !Gene9
Gene51 = Gene24 || Gene58
Gene52 = Gene52
Gene53 = Gene53 || Gene36
Gene54 = Gene8&Gene54 || Gene44&Gene53
Gene55 = Gene5&!Gene19&!Gene28&!Gene56 || Gene21&Gene28&!Gene22
Gene56 = Gene13&Gene56
Gene57 = Gene57
Gene58 = Gene48 || Gene57&Gene64
Gene59 = Gene59
Gene60 = Gene52 || Gene44
Gene61 = Gene6&Gene8&Gene9&Gene14
Gene62 = Gene47&!Gene28&!Gene42
Gene63 = Gene56&!Gene43
Gene64 = Gene9&Gene19&Gene20&Gene34&Gene56&!Gene37&!Gene38
