Gene1 = !Gene43 || Gene1&!Gene22
Gene2 = Gene38&!Gene25
Gene3 = Gene15&Gene18&Gene30&Gene41&!Gene31&!Gene61
Gene4 = Gene9&Gene43&!Gene24 || Gene24
Gene5 = Gene5
Gene6 = Gene32 || Gene36&!Gene14&!Gene44&!Gene54
Gene7 = Gene19&Gene20&Gene49&Gene50&Gene60&!Gene32&!Gene37&!Gene54&!Gene61
Gene8 = Gene35
Gene9 = !Gene49 || !Gene46 || Gene3&!Gene24
Gene10 = Gene1&Gene2&Gene29&Gene43&!Gene54&!Gene58&!Gene62 || !Gene64
Gene11 = !Gene58 || Gene20&!Gene53 || !Gene21
Gene12 = Gene10&!Gene48&!Gene58
Gene13 = Gene13
Gene14 = Gene14
Gene15 = Gene10 || Gene64
Gene16 = !Gene24&!Gene28
Gene17 = Gene48&!Gene5&!Gene36
Gene18 = Gene63&!Gene13 || Gene21&!Gene16 || !Gene59
Gene19 = Gene24&!Gene32&!Gene54
Gene20 = Gene16&Gene40&Gene55&Gene61
Gene21 = Gene19&Gene33&Gene60&!Gene25&!Gene63
Gene22 = Gene52&!Gene13&!Gene27&!Gene39
Gene23 = Gene37
Gene24 = Gene4&Gene15&Gene27&Gene46&Gene56&!Gene62
Gene25 = Gene59
Gene26 = Gene29&Gene63&!Gene37
Gene27 = Gene64
Gene28 = Gene64 || Gene39
Gene29 = Gene29 || Gene51&!Gene31
Gene30 = Gene19&Gene26&Gene49&Gene55&Gene61&!Gene3&!Gene37&!Gene54
Gene31 = Gene11&Gene37&Gene45
Gene32 = Gene59
Gene33 = Gene19&Gene21&Gene50&Gene56&Gene64&!Gene15&!Gene30
Gene34 = Gene35 || Gene53
Gene35 = Gene17&Gene20&Gene37&!Gene12&!Gene13&!Gene35
Gene36 = Gene36
Gene37 = Gene30&Gene37&Gene63&!Gene2&!Gene56
Gene38 = !Gene64 || Gene10&Gene38
Gene39 = Gene14&!Gene20&!Gene64 || Gene38
Gene40 = Gene6&Gene39&!Gene50&!Gene51&!Gene61
Gene41 = Gene15&Gene25&Gene39&Gene55&!Gene15&!Gene33
Gene42 = !Gene18 || Gene36 || Gene25&!Gene26
Gene43 = Gene55
Gene44 = Gene44&Gene45&!Gene62
Gene45 = Gene44 || Gene38&!Gene51 || !Gene11&!Gene29 || !Gene53 || Gene60
Gene46 = Gene33&Gene35
Gene47 = Gene8
Gene48 = Gene7&Gene24&Gene63&!Gene56
Gene49 = Gene36
Gene50 = !Gene19&!Gene34 || Gene17&Gene18&Gene30&Gene41&!Gene37&!Gene61
Gene51 = Gene34&Gene62
Gene52 = Gene52 || Gene45&!Gene49
Gene53 = !Gene7&!Gene12&!Gene20 || Gene7&Gene12&Gene20 || Gene25&!Gene64
Gene54 = !Gene8 || Gene46&!Gene47 || Gene30&Gene33&Gene42&Gene55&!Gene37
Gene55 = Gene14&Gene42&Gene52&!Gene8
Gene56 = Gene5 || !Gene5
Gene57 = Gene25
Gene58 = Gene13&Gene58
Gene59 = Gene37 || Gene58 || Gene26 || Gene10
Gene60 = Gene36
Gene61 = Gene26&Gene29&Gene31&!Gene14&!Gene32 || !Gene59
Gene62 = Gene20
Gene63 = Gene35
Gene64 = Gene27&Gene56&!Gene20 || Gene51&!Gene26
