Gene1 = !Gene56 || Gene10&Gene19
Gene2 = Gene20
Gene3 = Gene32
Gene4 = !Gene9&!Gene15&!Gene34&!Gene39&!Gene56
Gene5 = Gene57&!Gene19&!Gene55
Gene6 = !Gene15&!Gene30
Gene7 = Gene24
Gene8 = Gene3&Gene44
Gene9 = !Gene33&!Gene40&!Gene49 || !Gene4 || Gene31&!Gene27
Gene10 = Gene8&Gene32&Gene52&!Gene5&!Gene16&!Gene25&!Gene27&!Gene28 || Gene29&Gene32&!Gene18&!Gene37&!Gene53
Gene11 = Gene14&Gene42&!Gene26
Gene12 = Gene28&Gene42&!Gene25&!Gene61
Gene13 = !Gene18
Gene14 = Gene46
Gene15 = Gene8
Gene16 = Gene35&!Gene49
Gene17 = Gene55&!Gene14&!Gene26&!Gene45
Gene18 = Gene47 || Gene14 || Gene33 || Gene2
Gene19 = Gene51
Gene20 = Gene9&!Gene26
Gene21 = Gene1&Gene43&!Gene41
Gene22 = !Gene24 || Gene41 || Gene11&Gene52
Gene23 = Gene12&Gene23&Gene37&!Gene19
Gene24 = Gene13&Gene52 || Gene30&Gene35 || !Gene44 || !Gene37 || !Gene53 || Gene50&Gene54 || !Gene55
Gene25 = Gene25&!Gene60
Gene26 = Gene26
Gene27 = Gene10&Gene27&!Gene51
Gene28 = Gene4&Gene15&Gene22&Gene34&!Gene41&!Gene58&!Gene61
Gene29 = Gene8&Gene15
Gene30 = Gene8
Gene31 = Gene12&Gene42&!Gene26&!Gene59&!Gene61
Gene32 = Gene44
Gene33 = Gene1&Gene4&!Gene26&!Gene56
Gene34 = Gene34
Gene35 = Gene35 || Gene26
Gene36 = !Gene9&!Gene35
Gene37 = Gene37
Gene38 = Gene61
Gene39 = Gene14&!Gene17 || Gene39 || Gene64 || !Gene18 || !Gene1&!Gene16
Gene40 = Gene24&!Gene36 || !Gene64 || !Gene43 || !Gene28 || !Gene33 || Gene20 || Gene48&!Gene16
Gene41 = Gene56
Gene42 = Gene45&!Gene26
Gene43 = Gene24&!Gene21&!Gene38
Gene44 = Gene62&!Gene49 || Gene14&Gene18&Gene44
Gene45 = Gene18&Gene25&Gene26
Gene46 = !Gene37&!Gene43
Gene47 = Gene47&!Gene36 || Gene49&!Gene10&!Gene20 || !Gene38&!Gene40
Gene48 = Gene48
Gene49 = Gene34 || Gene26 || Gene14
Gene50 = Gene28
Gene51 = Gene51 || Gene2&Gene21&!Gene4 || !Gene37
Gene52 = Gene39&Gene61 || !Gene34
Gene53 = Gene49
Gene54 = Gene1
Gene55 = Gene29&Gene32&!Gene33
Gene56 = Gene56
Gene57 = Gene18&Gene23&Gene62&!Gene9&!Gene32&!Gene39&!Gene64
Gene58 = Gene20
Gene59 = Gene18&!Gene47 || !Gene35
Gene60 = Gene32
Gene61 = Gene1&!Gene40&!Gene41
Gene62 = Gene29&!Gene25&!Gene51
Gene63 = Gene44&!Gene26 || Gene42&!Gene37&!Gene56
Gene64 = Gene28
