Gene1 = Gene3
Gene2 = Gene7
Gene3 = Gene13&Gene30&Gene54&Gene60
Gene4 = Gene4
Gene5 = Gene46
Gene6 = Gene27
Gene7 = Gene18&Gene38
Gene8 = Gene26 || Gene31
Gene9 = Gene4&Gene35&Gene51
Gene10 = Gene10&Gene54
Gene11 = Gene11&!Gene10 || !Gene58
Gene12 = Gene8&Gene29&Gene46
Gene13 = Gene13&!Gene63
Gene14 = Gene14&!Gene25
Gene15 = Gene46
Gene16 = Gene34&!Gene45&!Gene54 || Gene37 || !Gene19
Gene17 = !Gene16 || !Gene35&!Gene43 || !Gene60
Gene18 = !Gene52 || !Gene57 || Gene9&Gene27&Gene38
Gene19 = Gene46
Gene20 = Gene4&!Gene25
Gene21 = Gene37 || Gene29 || Gene14&!Gene63 || Gene21 || !Gene8
Gene22 = Gene14&!Gene62&!Gene64 || Gene22&!Gene37&!Gene45&!Gene50&!Gene56&!Gene60 || Gene57
Gene23 = Gene3&Gene31&Gene59&!Gene49&!Gene52
Gene24 = Gene4&Gene59&!Gene1
Gene25 = Gene51
Gene26 = Gene14
Gene27 = Gene1&Gene31&!Gene7&!Gene56 || Gene14 || Gene12
Gene28 = Gene32&Gene54&!Gene24
Gene29 = Gene13
Gene30 = Gene3&Gene20&Gene29&Gene32&Gene59&!Gene7&!Gene48
Gene31 = Gene31 || Gene29
Gene32 = Gene56&!Gene43 || Gene4&Gene51&!Gene18
Gene33 = Gene47&Gene57
Gene34 = Gene52
Gene35 = Gene18&Gene38
Gene36 = Gene36
Gene37 = Gene37
Gene38 = Gene52 || Gene36 || Gene38&!Gene59
Gene39 = Gene64&!Gene55
Gene40 = Gene40&!Gene47
Gene41 = Gene23
Gene42 = Gene42&!Gene25
Gene43 = Gene13&Gene54&Gene58&!Gene48&!Gene50
Gene44 = Gene4&Gene35&Gene51
Gene45 = !Gene26&!Gene49
Gene46 = Gene8
Gene47 = Gene4&Gene59&!Gene1&!Gene30
Gene48 = Gene51 || Gene13&!Gene24 || !Gene57
Gene49 = Gene35&!Gene47 || !Gene64 || Gene1 || Gene18
Gene50 = Gene8 || Gene46 || Gene29 || Gene36
Gene51 = Gene51
Gene52 = Gene10&!Gene30
Gene53 = Gene53&!Gene43
Gene54 = Gene44&Gene53 || Gene10&!Gene6
Gene55 = Gene46&Gene57
Gene56 = Gene44
Gene57 = Gene57
Gene58 = Gene15&Gene54 || Gene49 || Gene34&!Gene25 || Gene52 || !Gene24 || Gene6 || Gene22&!Gene1 || !Gene36 || Gene29&Gene31
Gene59 = Gene53&Gene60 || Gene2&Gene3&!Gene14
Gene60 = Gene8&Gene10&Gene12&Gene20&Gene53 || Gene10&Gene44
Gene61 = Gene18&Gene38 || Gene3&Gene10 || Gene6&Gene10
Gene62 = Gene56&!Gene43 || Gene4&!Gene36
Gene63 = Gene56&!Gene43
Gene64 = Gene13&Gene50&Gene63&!Gene49&!Gene52
