Gene1 = Gene11
Gene2 = Gene47&!Gene19 || Gene37&!Gene23 || !Gene12
Gene3 = Gene35 || Gene25&Gene49
Gene4 = Gene3&Gene31&Gene55&Gene59&!Gene23&!Gene30
Gene5 = Gene20
Gene6 = Gene18&!Gene10&!Gene34 || Gene13&!Gene20
Gene7 = Gene44
Gene8 = Gene36
Gene9 = Gene15
Gene10 = Gene11&Gene37 || Gene38
Gene11 = Gene6&Gene9&!Gene4&!Gene16&!Gene19&!Gene52
Gene12 = Gene4&Gene8&Gene16&Gene34&Gene56&!Gene40&!Gene49
Gene13 = Gene10&!Gene25&!Gene58
Gene14 = Gene41
Gene15 = Gene18
Gene16 = Gene12 || Gene36
Gene17 = !Gene4&!Gene34&!Gene56 || Gene16
Gene18 = Gene17&Gene55&!Gene10&!Gene11&!Gene35
Gene19 = !Gene44 || Gene33 || !Gene1&!Gene39
Gene20 = Gene34
Gene21 = Gene11&Gene29 || Gene8 || Gene35 || !Gene51
Gene22 = Gene22&Gene24&!Gene58
Gene23 = Gene5&Gene23&!Gene45&!Gene56
Gene24 = Gene26
Gene25 = Gene25 || Gene23&!Gene7&!Gene57
Gene26 = Gene17&Gene23&Gene26&!Gene11&!Gene48
Gene27 = Gene31 || Gene8&Gene28&!Gene14&!Gene26
Gene28 = Gene51&!Gene16&!Gene42
Gene29 = Gene17&!Gene20 || Gene36&!Gene1 || Gene29 || Gene47
Gene30 = !Gene9&!Gene64
Gene31 = Gene3&Gene31&Gene46&Gene59&!Gene23&!Gene30
Gene32 = Gene4
Gene33 = Gene33
Gene34 = Gene23&Gene34&!Gene8
Gene35 = Gene4
Gene36 = Gene50 || Gene27 || Gene25
Gene37 = Gene13&Gene28&Gene38&Gene45&Gene58 || Gene37
Gene38 = Gene18&Gene38
Gene39 = Gene39&!Gene31
Gene40 = !Gene31 || Gene50&!Gene36 || !Gene39 || Gene36&!Gene50
Gene41 = Gene5&Gene10&!Gene8&!Gene20&!Gene26&!Gene44&!Gene60
Gene42 = Gene42&!Gene57
Gene43 = Gene38
Gene44 = !Gene24&!Gene49
Gene45 = Gene13&!Gene25 || Gene57&!Gene25&!Gene61&!Gene63
Gene46 = Gene31
Gene47 = Gene8 || !Gene8
Gene48 = Gene46
Gene49 = Gene14
Gene50 = Gene37
Gene51 = Gene13&!Gene25
Gene52 = Gene31&Gene32&!Gene56
Gene53 = Gene37
Gene54 = Gene38
Gene55 = !Gene24&!Gene58
Gene56 = Gene4&Gene15&Gene33&Gene37&Gene56&!Gene41&!Gene58
Gene57 = Gene57
Gene58 = !Gene29 || !Gene33 || Gene47&!Gene10&!Gene25 || Gene32
Gene59 = Gene18&!Gene26&!Gene34&!Gene48
Gene60 = Gene37 || Gene42&Gene44&Gene62&!Gene57
Gene61 = Gene11&Gene43
Gene62 = Gene26
Gene63 = Gene9
Gene64 = Gene13&!Gene11&!Gene56 || Gene50
